App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
My magenta,COMMUNICATION,3.9,42370,37,"1,000,000",Free,0,Everyone,Communication,"June 25, 2018",7.5.1,5.0 and up
Android Messages,COMMUNICATION,4.2,781810,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
Telegram,COMMUNICATION,4.4,3128250,Varies with devic,"100,000,000",Free,0,Mature 17+,Communication,"July 27, 2018",Varies with device,Varies with device
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,Varies with devic,"500,000,000",Free,0,Everyone,Communication,"July 31, 2018",37.1.206017801.DR37_RC14,4.4 and up
Puffin Web Browser,COMMUNICATION,4.3,541389,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"July 9, 2018",7.5.3.20547,4.1 and up
Seznam.cz,COMMUNICATION,4.3,46702,Varies with devic,"1,000,000",Free,0,Everyone,Communication,"July 4, 2018",Varies with device,Varies with device
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17,"100,000",Free,0,Everyone,Communication,"July 16, 2018",2.1,4.1 and up
AT&T Visual Voicemail,COMMUNICATION,3.7,13761,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"June 27, 2018",Varies with device,Varies with device
GMX Mail,COMMUNICATION,4.3,258556,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"July 25, 2018",Varies with device,Varies with device
Omlet Chat,COMMUNICATION,3.9,40751,35,"10,000,000",Free,0,Teen,Communication,"November 4, 2016",2.2.7600,4.0.3 and up
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40,"500,000,000",Free,0,Teen,Communication,"August 2, 2018",12.8.5.1121,4.0 and up
My Vodacom SA,COMMUNICATION,3.7,25021,61,"5,000,000",Free,0,Everyone,Communication,"June 26, 2018",9.9.0,4.3 and up
Microsoft Edge,COMMUNICATION,4.3,27187,66,"5,000,000",Free,0,Everyone,Communication,"July 28, 2018",42.0.0.2059,4.4 and up
WhatsApp Messenger,COMMUNICATION,4.4,69119316,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
Messenger ƒ?? Text and Video Chat for Free,COMMUNICATION,4,56646578,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
imo free video calls and chat,COMMUNICATION,4.3,4785988,11,"500,000,000",Free,0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up
Hangouts Dialer - Call Phones,COMMUNICATION,4,122498,79,"10,000,000",Free,0,Everyone,Communication,"September 2, 2015",0.1.100944346,4.0.3 and up
Viber Messenger,COMMUNICATION,4.3,11334973,Varies with devic,"500,000,000",Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
Hangouts,COMMUNICATION,4,3419433,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"July 21, 2018",Varies with device,Varies with device
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25,"10,000,000",Free,0,Everyone,Communication,"July 18, 2018",6.1,4.2 and up
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14,"5,000,000",Free,0,Everyone,Communication,"April 19, 2018",3.0.4,4.0 and up
free video calls and chat,COMMUNICATION,4.2,594728,Varies with devic,"50,000,000",Free,0,Everyone,Communication,"July 19, 2018",7.3(800241),4.4 and up
WeChat,COMMUNICATION,4.2,5387446,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"July 31, 2018",Varies with device,Varies with device
Skype - free IM & video calls,COMMUNICATION,4.1,10484169,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
Telegram,COMMUNICATION,4.4,3128509,Varies with devic,"100,000,000",Free,0,Mature 17+,Communication,"July 27, 2018",Varies with device,Varies with device
Who,COMMUNICATION,4.3,2451093,Varies with devic,"100,000,000",Free,0,Teen,Communication,"August 3, 2018",Varies with device,Varies with device
Google Voice,COMMUNICATION,4.2,171031,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24,"100,000,000",Free,0,Everyone,Communication,"August 1, 2018",7.73,4.0 and up
Android Messages,COMMUNICATION,4.2,781810,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17,"1,000,000",Free,0,Everyone,Communication,"August 2, 2018",4.98,2.3 and up
chomp SMS,COMMUNICATION,4.3,335646,8.3,"10,000,000",Free,0,Everyone,Communication,"July 26, 2018",7.21,2.3 and up
Glide - Video Chat Messenger,COMMUNICATION,4.3,350154,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"July 29, 2018",Varies with device,Varies with device
Text SMS,COMMUNICATION,4.5,349384,8.2,"10,000,000",Free,0,Everyone,Communication,"July 24, 2018",3.47,4.0.3 and up
Google Allo,COMMUNICATION,4.3,346982,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"January 23, 2018",Varies with device,4.1 and up
Talkray - Free Calls & Texts,COMMUNICATION,4.2,244863,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"May 29, 2018",Varies with device,Varies with device
LINE: Free Calls & Messages,COMMUNICATION,4.2,10790289,Varies with devic,"500,000,000",Free,0,Everyone,Communication,"July 26, 2018",Varies with device,Varies with device
GroupMe,COMMUNICATION,4.5,330761,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"July 3, 2018",Varies with device,Varies with device
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,"1,000,000",Free,0,Everyone,Communication,"July 30, 2018",6.5.1,4.0.3 and up
BBM - Free Calls & Messages,COMMUNICATION,4.3,12842860,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"August 2, 2018",Varies with device,4.0.3 and up
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4,"1,000,000",Free,0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32,"1,000,000",Free,0,Everyone,Communication,"August 3, 2018",5.65.0,4.0 and up
Google Allo,COMMUNICATION,4.3,346980,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"January 23, 2018",Varies with device,4.1 and up
Google Chrome: Fast & Secure,COMMUNICATION,4.3,9643041,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
Firefox Browser fast & private,COMMUNICATION,4.4,3075118,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"July 10, 2018",Varies with device,Varies with device
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,"50,000,000",Free,0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up
Puffin Web Browser,COMMUNICATION,4.3,541389,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"July 9, 2018",7.5.3.20547,4.1 and up
Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473693,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"July 31, 2018",47.1.2249.129326,Varies with device
Ninesky Browser,COMMUNICATION,4.2,42925,2.8,"1,000,000",Free,0,Everyone,Communication,"August 27, 2017",6.1,2.3 and up
Opera Mini - fast web browser,COMMUNICATION,4.5,5150471,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"July 19, 2018",Varies with device,Varies with device
"Dolphin Browser - Fast, Private & Adblock??ª",COMMUNICATION,4.5,2511130,Varies with devic,"50,000,000",Free,0,Everyone,Communication,"July 2, 2018",Varies with device,Varies with device
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,"100,000,000",Free,0,Teen,Communication,"July 18, 2018",11.4.0,4.0 and up
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40,"500,000,000",Free,0,Teen,Communication,"August 2, 2018",12.8.5.1121,4.0 and up
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,"1,000,000",Free,0,Everyone,Communication,"March 20, 2018",1.4.1.0,4.0.3 and up
InBrowser - Incognito Browsing,COMMUNICATION,4.2,27156,Varies with devic,"1,000,000",Free,0,Everyone,Communication,"May 31, 2018",Varies with device,Varies with device
Web Browser for Android,COMMUNICATION,4.1,55098,4.3,"1,000,000",Free,0,Everyone,Communication,"June 20, 2018",2.2,4.0 and up
DU Browserƒ??Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,"10,000,000",Free,0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,"500,000",Free,0,Everyone,Communication,"July 10, 2017",4.5.1,4.0 and up
Web Browser,COMMUNICATION,4.2,10965,2.3,"500,000",Free,0,Everyone,Communication,"February 2, 2015",2,3.0 and up
Puffin Browser Pro,COMMUNICATION,4,18247,Varies with devic,"100,000",Paid,3.99,Everyone,Communication,"July 5, 2018",7.5.3.20547,4.1 and up
Contacts+,COMMUNICATION,4.2,190613,11,"10,000,000",Free,0,Everyone,Communication,"July 31, 2018",5.85.1,4.0.3 and up
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,"10,000,000",Free,0,Everyone,Communication,"March 5, 2017",196,2.1 and up
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14,"5,000,000",Free,0,Everyone,Communication,"April 19, 2018",3.0.4,4.0 and up
Viber Messenger,COMMUNICATION,4.3,11334973,Varies with devic,"500,000,000",Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13,"1,000,000",Free,0,Everyone,Communication,"April 18, 2018",3.0.7,4.0 and up
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,"1,000,000",Free,0,Everyone,Communication,"January 5, 2018",1.26.001,4.0 and up
Full Screen Caller ID,COMMUNICATION,4.2,104990,10,"5,000,000",Free,0,Everyone,Communication,"May 15, 2018",3.5.0,4.0.3 and up
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13,"10,000,000",Free,0,Mature 17+,Communication,"July 25, 2018",8.1.2-6310,5.0 and up
Call Blocker,COMMUNICATION,4.1,17529,10,"1,000,000",Free,0,Everyone,Communication,"July 26, 2018",5.86,4.0.3 and up
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13,"10,000,000",Free,0,Mature 17+,Communication,"July 13, 2018",5.1.2-6310,5.0 and up
Should I Answer?,COMMUNICATION,4.8,237468,8.8,"1,000,000",Free,0,Everyone,Communication,"July 26, 2018",2018.1.715,4.0 and up
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,"1,000,000",Free,0,Everyone,Communication,"December 4, 2017",3.9.7,2.1 and up
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20,"10,000,000",Free,0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29,"10,000,000",Free,0,Everyone,Communication,"August 1, 2018",6.19.1,4.1 and up
CIA - Caller ID & Call Blocker,COMMUNICATION,4,60308,Varies with devic,"5,000,000",Free,0,Everyone,Communication,"June 22, 2018",Varies with device,Varies with device
Calls Blacklist - Call Blocker,COMMUNICATION,4.5,457283,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"May 24, 2018",Varies with device,Varies with device
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11,"5,000,000",Free,0,Everyone,Communication,"July 5, 2018",2.17.3,4.1 and up
True Contact - Real Caller ID,COMMUNICATION,4.1,32283,Varies with devic,"1,000,000",Free,0,Everyone,Communication,"July 26, 2018",Varies with device,Varies with device
Video Caller Id,COMMUNICATION,4.2,15287,17,"1,000,000",Free,0,Everyone,Communication,"January 24, 2018",2.2.245,4.0.3 and up
Sync.ME ƒ?? Caller ID & Block,COMMUNICATION,4.5,205739,17,"5,000,000",Free,0,Everyone,Communication,"July 26, 2018",4.5.4,4.1 and up
Burner - Free Phone Number,COMMUNICATION,4.3,14873,Varies with devic,"1,000,000",Free,0,Everyone,Communication,"July 12, 2018",Varies with device,Varies with device
"Truecaller: Caller ID, SMS spam blocking & Dialer",COMMUNICATION,4.5,7820209,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
Caller ID +,COMMUNICATION,4,9498,118,"1,000,000",Free,0,Everyone,Communication,"June 7, 2016",5.28.0,2.3 and up
Gmail,COMMUNICATION,4.3,4604483,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"August 2, 2018",Varies with device,Varies with device
Yahoo Mail ƒ?? Stay Organized,COMMUNICATION,4.3,4188142,16,"100,000,000",Free,0,Everyone,Communication,"July 18, 2018",5.29.3,4.4 and up
K-9 Mail,COMMUNICATION,4.2,88427,5.1,"5,000,000",Free,0,Everyone,Communication,"January 6, 2018",5.403,4.0.3 and up
"myMail ƒ?? Email for Hotmail, Gmail and Outlook Mail",COMMUNICATION,4.5,305218,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44,"1,000,000",Free,0,Everyone,Communication,"August 1, 2018",1.9.4.74,4.1 and up
All Email Providers,COMMUNICATION,4.1,20901,7.3,"1,000,000",Free,0,Everyone,Communication,"April 3, 2018",5.0.9,4.1 and up
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30,"1,000,000",Free,0,Everyone,Communication,"July 19, 2018",9.8.376,5.0 and up
GO Notifier,COMMUNICATION,4.2,124346,695,"10,000,000",Free,0,Everyone,Communication,"July 6, 2014",2.8,2.0 and up
Mail.Ru - Email App,COMMUNICATION,4.6,837842,Varies with devic,"50,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,"10,000",Free,0,Everyone,Communication,"April 11, 2017",2.3,2.2 and up
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19,"5,000,000",Free,0,Everyone,Communication,"June 21, 2018",3.2.0,4.0 and up
mail.com mail,COMMUNICATION,4.2,44706,Varies with devic,"1,000,000",Free,0,Everyone,Communication,"July 25, 2018",Varies with device,Varies with device
SolMail - All-in-One email app,COMMUNICATION,4.3,23707,Varies with devic,"500,000",Free,0,Everyone,Communication,"August 9, 2017",2.3.17,Varies with device
Hangouts,COMMUNICATION,4,3419513,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"July 21, 2018",Varies with device,Varies with device
imo free video calls and chat,COMMUNICATION,4.3,4785988,11,"500,000,000",Free,0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up
free video calls and chat,COMMUNICATION,4.2,594728,Varies with devic,"50,000,000",Free,0,Everyone,Communication,"July 19, 2018",7.3(800241),4.4 and up
Viber Messenger,COMMUNICATION,4.3,11335255,Varies with devic,"500,000,000",Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
Skype - free IM & video calls,COMMUNICATION,4.1,10484169,Varies with devic,"1,000,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
WeChat,COMMUNICATION,4.2,5387446,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"July 31, 2018",Varies with device,Varies with device
Vonage Mobile?? Call Video Text,COMMUNICATION,4.1,29208,23,"1,000,000",Free,0,Everyone,Communication,"September 28, 2016",2.9.8,2.3.3 and up
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26,"5,000,000",Free,0,Everyone,Communication,"August 4, 2018",7.2.29,4.0.3 and up
Glide - Video Chat Messenger,COMMUNICATION,4.3,350154,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"July 29, 2018",Varies with device,Varies with device
Talkray - Free Calls & Texts,COMMUNICATION,4.2,244863,Varies with devic,"10,000,000",Free,0,Everyone,Communication,"May 29, 2018",Varies with device,Varies with device
LINE: Free Calls & Messages,COMMUNICATION,4.2,10790289,Varies with devic,"500,000,000",Free,0,Everyone,Communication,"July 26, 2018",Varies with device,Varies with device
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,Varies with devic,"100,000,000",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
"Moco+ - Chat, Meet People",DATING,4.2,1545,Varies with devic,"10,000",Paid,3.99,Mature 17+,Dating,"June 19, 2018",2.6.139,4.1 and up
Calculator,DATING,2.6,57,6.2,"1,000",Paid,6.99,Everyone,Dating,"October 25, 2017",1.1.6,4.0 and up
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17,100,Paid,7.99,Mature 17+,Dating,"January 21, 2017",1.0.1,4.0 and up
Zoosk Dating App: Meet Singles,DATING,4,516801,Varies with devic,"10,000,000",Free,0,Mature 17+,Dating,"August 2, 2018",Varies with device,Varies with device
OkCupid Dating,DATING,4.1,285726,15,"10,000,000",Free,0,Mature 17+,Dating,"July 30, 2018",11.10.1,4.1 and up
Matchƒ?› Dating - Meet Singles,DATING,3.7,76646,Varies with devic,"10,000,000",Free,0,Mature 17+,Dating,"July 23, 2018",Varies with device,Varies with device
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56,"100,000",Free,0,Mature 17+,Dating,"August 1, 2018",2.5.2,4.1 and up
Hinge: Dating & Relationships,DATING,4.2,7779,12,"500,000",Free,0,Mature 17+,Dating,"August 3, 2018",6.1.3,5.0 and up
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11,"5,000,000",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
BBW Dating & Plus Size Chat,DATING,4.4,12632,29,"1,000,000",Free,0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up
"Moco - Chat, Meet People",DATING,4.2,313724,Varies with devic,"10,000,000",Free,0,Mature 17+,Dating,"August 4, 2018",2.6.141,4.1 and up
CMB Free Dating App,DATING,4,48845,40,"1,000,000",Free,0,Mature 17+,Dating,"August 1, 2018",4.19.0.2320,4.4 and up
Hot or Not - Find someone right now,DATING,4.1,305708,Varies with devic,"10,000,000",Free,0,Mature 17+,Dating,"August 2, 2018",Varies with device,Varies with device
eharmony - Online Dating App,DATING,3.1,31320,53,"5,000,000",Free,0,Mature 17+,Dating,"July 30, 2018",6.6.5,4.1 and up
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,"5,000,000",Free,0,Mature 17+,Dating,"August 4, 2018",1.639,4.0 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24,"100,000",Free,0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 and up
Clover Dating App,DATING,4.1,11633,23,"500,000",Free,0,Mature 17+,Dating,"July 24, 2018",2.5.1,4.1 and up
Black People Meet Singles Date,DATING,3.9,10212,5,"1,000,000",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44,"1,000,000",Free,0,Mature 17+,Dating,"August 3, 2018",4.4B,4.1 and up
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27,"10,000",Free,0,Mature 17+,Dating,"August 3, 2018",1.308.us,4.1 and up
stranger chat - anonymous chat,DATING,3.5,13202,6.1,"1,000,000",Free,0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up
"Blendr - Chat, Flirt & Meet",DATING,4,28671,Varies with devic,"1,000,000",Free,0,Mature 17+,Dating,"August 1, 2018",Varies with device,Varies with device
Free Dating Hook Up Messenger,DATING,3.3,1157,21,"100,000",Free,0,Mature 17+,Dating,"January 27, 2017",5.0.1,4.2 and up
Find Real Love ƒ?? YouLove Premium Dating,DATING,4.5,212626,11,"10,000,000",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
Once - Quality Matches Every day,DATING,4.4,222888,21,"1,000,000",Free,0,Mature 17+,Dating,"July 17, 2018",2.45,4.1 and up
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24,"100,000",Free,0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31,"500,000",Free,0,Mature 17+,Dating,"July 3, 2018",4.5.5,4.1 and up
Howlr,DATING,3.9,105,27,"5,000",Free,0,Mature 17+,Dating,"June 19, 2018",1.0.4,4.4 and up
Stranger Chat & Date,DATING,3.6,3414,6.2,"500,000",Free,0,Mature 17+,Dating,"June 6, 2018",1.2.1,4.1 and up
Free Dating & Flirt Chat - Choice of Love,DATING,4,42194,Varies with devic,"5,000,000",Free,0,Mature 17+,Dating,"July 24, 2018",Varies with device,Varies with device
RandoChat - Chat roulette,DATING,3.6,11806,12,"1,000,000",Free,0,Mature 17+,Dating,"June 26, 2018",4.0.18,4.0.3 and up
BeWild Free Dating & Chat App,DATING,3.4,1999,8,"100,000",Free,0,Mature 17+,Dating,"February 3, 2017",1.6.5,4.2 and up
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9,"1,000,000",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9,"1,000,000",Free,0,Mature 17+,Dating,"July 10, 2018",1.23,4.0.3 and up
OurTime Dating for Singles 50+,DATING,3.4,2519,5,"100,000",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
FarmersOnly Dating,DATING,3,1146,1.4,"100,000",Free,0,Mature 17+,Dating,"February 25, 2016",2.2,4.0 and up
Dating for 50 plus Mature Singles ƒ?? FINALLY,DATING,4.6,13046,13,"500,000",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
Sudy ƒ?? Meet Elite & Rich Single,DATING,4.1,17268,40,"500,000",Free,0,Mature 17+,Dating,"June 25, 2018",4.1.2,4.0.3 and up
Christian Dating For Free App,DATING,3.9,8722,13,"500,000",Free,0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up
Just She - Top Lesbian Dating,DATING,1.9,953,19,"100,000",Free,0,Mature 17+,Dating,"July 18, 2018",6.3.7,5.0 and up
Single Parent Meet #1 Dating,DATING,3.5,2593,5,"500,000",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
EliteSingles ƒ?? Dating for Single Professionals,DATING,2.5,5377,19,"500,000",Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27,"100,000",Free,0,Mature 17+,Dating,"July 30, 2018",6.4.6,4.1 and up
InterracialCupid - Interracial Dating App,DATING,3.4,212,3,"50,000",Free,0,Mature 17+,Dating,"June 13, 2018",2.3.0.1781,5.0 and up
Sugar Mommas Dating And Single Search,DATING,3.5,1972,13,"1,000,000",Free,0,Mature 17+,Dating,"May 12, 2018",4.3,4.1 and up
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2,"1,000,000",Free,0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25,"100,000",Free,0,Mature 17+,Dating,"July 24, 2018",3.8.75a,4.0.3 and up
