Rating,Size
NaN,7.9
NaN,3.7
3.5,48
3.9,14
4.6,5.7
3.8,939
4.6,58
4.4,42
4.5,35
4.5,43
4.7,63
4.4,60
,
5,2.8
NaN,3.2
NaN,4.2
2.8,32
NaN,22
4.6,7.3
2.8,5.3
5,50
5,7.5
2.8,26
NaN,17
3.8,4.2
4.1,31
NaN,7.6
4.8,1.7
5,169
5,63
NaN,7.7
4.4,45
NaN,6.6
NaN,14
5,22
4.1,3.6
NaN,8.4
4.8,25
NaN,475
NaN,4.3
4.8,35
4,3.6
NaN,24
5,35
4.6,91
NaN,27
5,31
NaN,2.7
NaN,32
NaN,27
4.5,67
5,8.2
NaN,30
NaN,3.9
NaN,1.1
4.4,48
4,14
NaN,18
3.9,2.9
4.1,4.4
4.8,89
4.3,13
3.9,3.8
4.5,15
NaN,15
3.7,25
4.3,34
4.2,6.8
3.7,24
3.8,3.4
4.6,24
NaN,5.8
NaN,4.9
NaN,16
3.3,46
3,33
3.9,43
4.2,56
3.9,2.8
NaN,11
4.1,26
NaN,11
4.6,8.8
NaN,6.2
NaN,7.6
NaN,4.9
NaN,5.1
4.4,4.2
3.8,7
4.4,38
NaN,8.7
4.9,2.1
3.6,12
4.3,58
3.6,18
4.1,20
3.4,8
4.5,3
4.7,12
4.5,8
4.4,28
4.3,29
4.6,4.7
4.2,40
4.8,14
,
4.8,16
4.6,9.7
4.6,49
4.6,3.7
,
4.7,27
4.7,3.6
4.8,5.3
3.6,2.4
4.7,8.5
4.6,6.7
,
4.7,9
4.5,266
,
4.5,27
4.8,67
4.7,22
4.7,11
4.7,68
4.7,40
4.7,15
,
4.7,23
4.6,4.2
4.7,2.9
,
4.6,85
3.8,1.8
3.9,1.1
4,22
4,8.7
3.8,2.6
4.1,4.7
2.9,2.9
3.8,22
3.5,965
4.2,1.8
4.6,2
4.4,2.7
4.4,56
4.1,2.7
3.9,2.9
3.6,4.9
4,20
3.8,12
4.3,3.8
4.6,4.2
3.6,1.4
3.9,21
4,41
,
4.2,57
4.2,15
4.5,5.1
4.7,31
3.5,28
4.5,39
,
4.6,34
,
4.3,31
4.1,76
4.5,40
4.2,46
4.5,8.7
4.4,80
3.7,24
4.4,21
,
4.3,9.7
4.3,12
,
,
3.8,57
4.5,81
,
4.4,6.7
4.7,3.8
3.5,5.9
4.9,46
4,3.3
4.1,48
4.2,33
NaN,42
4.4,99
4.1,4.5
4.6,28
4.6,8.1
4.7,21
4.5,56
,
4.6,25
4.4,26
4.4,99
4.2,25
4.4,99
4,43
4.2,17
4.2,80
4.2,44
,
,
3.4,12
4.3,100
4.3,69
4.6,90
4.2,88
4.6,64
4.1,39
4.4,54
4.6,56
4.3,14
,
4.7,75
4.2,13
3.8,8.1
,
3.7,20
4.3,57
2.9,31
4.3,39
4.3,29
4,3.6
3.3,3.8
4.5,4.6
4.1,545
5,2.1
3.9,61
4.6,13
4,2.8
3.6,9.9
4,2.5
4.5,5.4
NaN,14
2.9,1.3
4.2,2.5
4.5,283
NaN,2.3
4.6,1.6
4.7,25
4.2,5.4
4.7,1.5
4.7,5.3
3.9,2
4.7,5.4
3.7,41
4.8,5.4
4,2.4
4.6,5.4
4.4,9
4.3,25
4.7,1.2
3.6,45
4.4,5.3
4.6,3.2
2.9,73
NaN,11
4.5,5.4
5,655
3.7,5.6
NaN,17
3.7,9.5
NaN,7.4
4.2,5.4
3,2.6
5,96
4.4,73
4.7,5.4
4.3,35
3.9,48
,
,
4.3,37
NaN,17
NaN,35
NaN,2.3
NaN,16
4.6,26
4.5,2.9
3.9,714
4.7,12
,
5,52
,
NaN,3.2
5,49
NaN,28
NaN,12
,
NaN,17
2.7,37
4.6,2
,
4.4,82
,
,
4.4,37
4.6,48
4.1,54
4.5,46
4.2,51
4.7,48
4.3,55
,
4.2,25
3.8,33
4,100
4.3,70
,
4.3,9.2
4.3,43
4.3,91
4.7,29
,
4.4,44
3.8,30
4.6,99
4.6,90
4.5,72
4.5,47
3.9,23
,
3.8,26
4.3,5
,
3.7,20
3.2,30
4,37
3.8,28
4.4,85
,
3.4,22
2.9,82
4.5,65
3.7,43
3.8,80
4.1,21
4.1,93
3.7,90
3.6,67
,
3,32
4.1,2.7
3.8,36
4.2,35
4.4,41
,
3.6,71
3.6,70
3.7,22
3.9,14
NaN,6
,
4.1,53
4.5,872
2.8,1.3
2.6,1.6
,
4.4,56
4.1,3.4
4,3.1
4.3,20
3.9,6.2
3.5,121
,
4.3,95
4.3,9.4
,
,
4.3,2.5
,
4.6,93
4.3,70
4.1,1.7
4.4,37
4.4,70
,
,
,
,
2.4,3.3
4.5,16
,
4.5,19
4.5,22
,
4.4,68
,
,
,
3.4,34
3.9,46
4.3,92
4.4,45
4.5,50
4.4,9.5
,
4,36
4.3,78
,
4.2,22
4,48
4.4,1.5
4.6,40
4,6.5
4.4,51
3.5,12
4.6,50
4,40
4,54
4.1,45
4.1,63
3.3,4
3.9,69
4.1,39
4.2,55
4,46
4.5,99
3.8,91
3.5,21
4.3,46
4.6,45
4.7,24
3.8,52
4.7,50
4.8,63
3.2,5.8
,
3.9,23
3.6,23
3.7,26
4.4,8.8
4.1,27
4,2.1
3.1,12
4,5
2.8,23
3.7,8.2
2.7,14
3.9,8.5
,
3.6,47
4.5,12
3.5,17
4,3.9
NaN,10
3.8,4.1
3.6,15
4.2,3.3
4.4,6.7
4,11
4.7,4.1
NaN,3.7
NaN,4.3
4.1,31
4,25
NaN,2
4.7,5.8
NaN,3.7
NaN,1.7
3.8,12
5,14
4.4,78
NaN,6.4
NaN,10
4,44
NaN,1.5
3.8,85
4.1,9.8
4.3,5.7
NaN,3.7
,
,
3.4,46
4.1,30
4.1,47
3.8,23
,
4.4,91
4.4,44
,
3.3,4.8
3.3,9.5
4.4,19
3.7,7.3
3.4,1.8
2.3,5.7
3.3,7.3
2.7,4
NaN,3.7
4.6,26
3.5,5.6
3.4,7.3
4.3,49
4.1,8.7
4.7,49
4.4,20
3.8,7.3
3,322
4.4,6.3
4.2,3.4
4.5,22
3.5,25
4.5,6.3
4.3,82
4.5,8.7
NaN,10
4.5,24
,
4.8,43
,
4.3,3.7
1.7,13
,
4.2,3.9
NaN,13
4.2,3
4.3,3
,
4,46
4.2,3
4.6,17
4.1,63
4.6,17
4.1,2.9
4,2.9
NaN,26
3.3,2.7
,
,
NaN,24
4,4.7
NaN,2.7
NaN,1.7
4.4,3
4.2,3
,
3.1,31
NaN,36
5,4.3
4.2,63
4.7,8.6
4.4,57
,
4.4,13
2.9,5.6
,
NaN,1
,
,
3.8,23
4.8,1.6
5,24
3.9,5.9
,
,
4.7,44
4.2,30
4.2,76
3.7,976
4.1,10
4.1,44
3.8,19
4.6,3
NaN,15
4.4,15
4.2,43
4.4,2.6
NaN,172
NaN,24
4.6,31
5,25
NaN,2.3
4.5,33
NaN,9
3.5,7.4
NaN,19
3.9,2.3
4.4,42
,
NaN,3.3
3.1,9.1
4.4,2.8
NaN,13
3,30
NaN,3
NaN,2.2
3.7,14
NaN,238
3.7,37
3.9,52
4.8,4.4
,
NaN,28
4.6,32
4.6,3.4
4.5,23
4.3,61
5,15
4.3,64
,
4.7,12
4,4.4
3.8,3.6
5,2.9
4.8,10
4.5,7.2
4.3,3.8
NaN,549
NaN,3.9
NaN,2.9
NaN,42
3.7,1.1
NaN,9.7
NaN,1.7
NaN,13
NaN,55
NaN,6.5
4.3,1.9
NaN,5.1
3.8,36
NaN,11
NaN,14
,
4.6,17
,
4.2,4.3
NaN,4
5,4
NaN,3
NaN,1.2
NaN,29
,
NaN,3.4
3.3,5.1
3.6,2.7
4,97
4,19
4,100
,
4.2,73
4.3,100
4.2,18
4.5,18
4.3,44
,
4.4,5.2
4.2,8.9
4.2,34
4.2,30
3.4,1.6
3.2,4.4
4,3.7
4.6,11
3.2,4.7
4.4,33
4,13
4.7,14
NaN,3.7
3.7,7.3
,
4.2,37
4.1,13
3.5,13
4.8,8.4
4.3,45
3.9,7.9
NaN,4.2
3.5,11
4.3,6.2
4.4,3.7
4.8,6
3.9,8.8
3.8,22
4.2,30
4,11
4,4.1
4.4,3.4
4.7,13
4.5,39
4.3,5.1
3.3,4.7
4.3,5.5
4.1,5.3
2.1,2.8
3.7,9
4.2,51
4.4,206
4.2,954
2.1,26
2.4,9.4
4.1,2.4
3.1,5.8
5,20
NaN,17
3.5,35
4.2,17
NaN,2.9
4.7,42
NaN,5.1
NaN,16
NaN,4.7
4.8,35
NaN,12
4.5,26
4.6,17
4.6,60
4.9,25
4.8,38
4,2
3.9,2.5
4.1,9.2
4.1,444
4.5,15
4.2,12
4,4.4
4.4,14
1.9,6.7
NaN,3.7
NaN,4
3.7,2.2
NaN,33
,
4,5.7
4.3,87
2.5,30
4.4,68
NaN,5.9
,
4.7,19
4.6,40
4.4,49
4.3,52
4.4,63
2.6,24
3.6,6
3.8,17
4.4,4.2
4.4,32
3,717
,
3.7,4.3
5,7.2
NaN,5
4.2,1.2
4.8,31
4.4,17
4.1,46
4.7,20
4.7,8.3
3.3,5
4,22
NaN,3.1
NaN,2.2
1,2
4.4,12
4.2,5.5
4.4,14
,
4.3,15
4.4,81
NaN,62
3.7,8.9
,
4,3
4.4,13
3.3,11
NaN,3.4
NaN,12
4.2,29
,
2.3,2.6
5,1.7
3.6,5.4
,
3.9,30
4.4,31
4.2,14
4.8,37
4.3,4
,
4.4,6.9
4.3,14
4,210
1.4,13
3.3,18
4.3,13
NaN,38
4.6,3.8
4.7,3.2
4.2,3.2
3.9,609
3.4,1.7
4.3,4
4.8,6.5
4.8,14
4.5,2.8
3.3,33
4.2,3.3
4.9,3.9
4.2,15
4.6,9.5
4.1,7.3
4.6,2.4
4,3
4.2,3.5
5,2.4
4.1,13
,
4.1,5.3
3.8,6.9
4.7,2.3
3.5,15
4,7.2
4.2,13
3.3,7.3
3.7,3.3
3.4,7.3
3.7,7.3
5,2.6
4.4,308
5,4.5
4.8,21
4.4,5.3
4.9,2.3
4,22
4.4,40
,
4.9,21
4.4,21
4.4,53
5,1.2
4.8,53
4.6,11
4.3,27
3.8,6.8
4.3,7.4
4.3,3.5
4.1,1.7
4.5,4
4.2,8.8
3.8,38
4.3,1.7
,
,
4.2,6.1
3.8,27
4.2,38
4,2.8
4.2,6.5
4.3,3.6
4.3,53
4.4,3.9
,
4.1,12
4.5,89
4.2,46
4.3,54
4.4,9.2
4.5,24
4.3,41
NaN,705
4.2,25
4,62
3.4,27
4.4,37
3.8,3.7
3,4.6
4.1,9.9
4.4,9
4.1,29
4.1,2.5
4.1,6.3
4.5,58
4.1,4.1
2.2,9.6
3.9,3.8
4,13
4.3,51
3.9,2.7
4,82
4.2,5
4.2,83
3.6,2.5
4.3,2.5
NaN,6.6
NaN,2.5
4.4,3.7
2.6,4.6
4.1,80
NaN,11
3.5,2.6
4.2,2.5
NaN,24
NaN,12
3.7,10
,
2.4,306
NaN,26
2.9,2.8
4.2,8.1
4.2,3.2
4,3.3
2.6,1.6
4.4,5.6
4.8,4.5
4.7,11
4.4,2.8
4.6,2.8
2.7,2.8
3.8,17
1.7,2.9
4.6,19
3.3,4.1
NaN,8.4
NaN,5
4.6,3.9
2.3,2.8
4.5,2.6
NaN,6.1
4.8,2.6
NaN,8.9
5,9.1
NaN,2.9
4.1,2
NaN,2.8
NaN,2.8
NaN,9.4
NaN,7.8
NaN,8.6
,
4.9,10
,
NaN,5.1
NaN,7.8
4.8,5.9
4.5,1.7
,
NaN,2.3
NaN,2.5
NaN,2.8
NaN,4.1
4,6.2
3.7,20
2.2,4.8
,
NaN,24
5,2.4
NaN,13
,
NaN,1.8
4.5,9.8
NaN,29
4.3,11
3.8,6.4
NaN,87
4.5,7.8
4.5,86
NaN,2.1
4.8,4
4.5,1.9
4.4,2.4
NaN,2.9
3.9,21
4.3,8.7
4.3,1.7
NaN,5.1
4,11
NaN,1.3
4.1,9.2
4.6,35
3.7,9.2
3.4,4.9
4.5,15
4.4,15
NaN,19
4.4,2.2
2.4,2.1
4.1,8
,
4.6,3.5
4.3,16
4.3,63
,
NaN,10
4.2,7.5
4.3,21
4.3,1.8
3.9,11
4.7,18
,
,
4.6,3.2
,
4.3,33
4.5,8.4
4.6,31
2.9,22
4,3.6
3,15
3.9,18
NaN,10
4.8,2.5
3.9,16
4,15
NaN,4.3
NaN,4.6
NaN,18
5,8.7
NaN,22
NaN,1.1
NaN,4.8
4,2.6
NaN,5.2
5,6
NaN,43
NaN,904
4.5,20
4.8,28
NaN,20
4.6,16
,
NaN,8.7
3.4,6
2.6,1.8
2.4,3.7
NaN,3.2
4.5,16
4.6,7.4
3.3,3.3
4.1,3.5
4.6,14
3.9,8.9
NaN,32
NaN,14
NaN,3.8
NaN,4.7
NaN,9.9
4,17
3.4,9.1
4.5,10
4,27
5,25
3.6,33
3.5,30
,
4.9,28
3.7,7.3
5,23
4,201
,
5,2.7
4,7.7
,
NaN,21
4.9,3.5
4.4,3.3
3.6,31
4.7,12
4.3,8.1
3.9,14
4.5,11
,
4.6,18
,
,
,
NaN,2.9
NaN,473
4.2,76
4.6,18
4.5,54
4.4,30
,
,
4,2.1
4.2,48
4.7,92
4.1,15
4.4,30
,
4.6,2.6
4.2,17
4,35
2.3,11
4.5,65
3.6,25
4.4,4.8
3.9,4.8
3.9,17
4.8,24
4.2,26
3.7,4.8
4,175
NaN,15
1,4.9
NaN,8.8
4.4,36
4.2,8.7
4.7,23
3.6,5.1
NaN,23
4.1,26
3.3,53
NaN,3.2
NaN,23
5,1.8
4.3,5.4
4.7,8
NaN,5.4
NaN,59
NaN,21
NaN,5.1
,
4,55
NaN,3.4
4.4,33
4.6,4.7
5,1.5
,
4.3,30
NaN,26
3.8,54
4.1,10
4.6,3.6
4,5.2
4.7,25
3.6,350
4.5,51
4,5.1
4.1,4.6
4,39
3.8,13
NaN,31
4.5,19
2.8,3.1
NaN,17
4.2,383
4.8,2.4
5,3.2
5,2.1
NaN,30
NaN,14
NaN,12
4.3,3
4.3,4.8
4.5,2.8
4.5,4
5,11
,
4.4,1.8
5,3.1
4.7,20
NaN,33
4.7,17
2.2,28
4.6,454
4.6,3.1
4.7,3.2
4.6,6.8
4.4,99
3.8,17
3.6,12
4.9,25
4.8,13
NaN,2.1
4.4,5.9
5,3.7
4.8,4.5
NaN,4.1
NaN,11
4.6,3.9
5,3
4.6,1.4
5,11
NaN,12
4,30
4.3,25
4.5,52
4,6.3
3.2,4.7
4.6,25
4.2,62
4.8,6.4
3,15
4.3,70
3.9,12
3.2,7.1
3.9,47
4.8,23
3.5,10
4.4,40
4.1,53
4.2,8.2
4.7,8.5
4,33
4.4,34
4.2,23
5,2.5
3.5,1.8
,
NaN,1.4
4.5,24
4.1,2
NaN,421
4.3,1.2
NaN,11
4.3,7
4.4,2.1
NaN,16
NaN,10
NaN,28
NaN,5.5
NaN,41
4,2.7
4.3,93
4,40
4.9,3.4
4.7,9
NaN,4.3
NaN,2.9
NaN,6.9
4.3,1
4.2,1.1
4.1,39
,
,
3.2,31
3.9,14
4.2,29
4.1,4.2
4.9,5.3
NaN,1.7
3.7,6.3
3.5,27
4.9,3.1
,
3.3,2.5
4.9,5
3.4,6.3
NaN,7.8
4.5,4.8
,
5,9.2
3.5,34
NaN,47
NaN,8.1
4.4,2.5
3.7,36
NaN,10
4.8,6.2
NaN,10
4.3,4.4
4.9,18
NaN,16
,
NaN,9.9
NaN,22
NaN,1.9
NaN,26
5,9.3
,
,
NaN,28
NaN,10
4.4,11
1,2.3
4.5,4.4
NaN,8
4,10
5,3.7
4.9,21
4.7,4.6
,
3.9,45
NaN,4.2
3.2,7.6
3.5,8.6
NaN,15
3.7,70
3,17
4.2,812
4,13
4.1,442
NaN,2
,
4,842
3.1,2.4
4.4,417
3.2,5.6
3.9,412
4.2,459
4.7,34
4,478
NaN,10
NaN,6.2
4,335
3.7,3.8
4.1,782
4.4,721
4,430
3.9,429
3.6,192
NaN,200
NaN,13
4.6,2.5
NaN,8.9
4.4,417
,
4.3,460
4.5,5.9
4.1,728
3.8,496
4.1,816
4.6,6.3
3.7,414
3.9,334
4.4,506
NaN,2
4.5,2.3
NaN,34
NaN,7.5
,
4.4,60
3.5,60
4.3,7.9
4.5,24
4.5,95
4.4,59
4.2,23
4.3,12
NaN,11
3.6,14
4,2.2
3.8,30
NaN,8.5
NaN,19
4.4,17
3.8,32
3.9,33
4.1,4.2
4.3,33
3.5,96
NaN,4.7
4.3,26
NaN,23
4.7,30
4.5,6.4
3.8,28
4.5,49
4.2,16
4.3,51
4.1,2.6
4.6,25
,
4.5,27
4.5,23
3,31
2.6,25
3.4,16
4.4,704
4.2,7.4
4,5
4.7,2.6
3.4,45
3.7,23
3.7,8.4
4.5,8.3
3.9,7.9
5,26
4.3,6
4.2,4.8
NaN,4.6
4,16
NaN,5.7
4.5,5.9
4,335
4.4,2.2
1.8,887
4.3,613
5,1.5
5,12
NaN,26
3.2,13
,
4.6,3.3
3.8,2.9
3.9,10
4.2,3.2
NaN,2.5
4,1.8
3.8,2.7
4.1,7
3.9,12
,
2.1,9.6
1.8,18
4.2,1.9
2,29
NaN,9.4
NaN,6.7
3.4,1.6
4.3,2
,
3.7,2.5
4.7,7.2
4.5,6.3
4.6,4
3.6,1.2
,
NaN,5.6
4.4,3.5
4.6,9.2
NaN,1.2
,
NaN,18
2.3,36
NaN,1.2
NaN,8.8
3.8,4.1
NaN,2.5
3,2.7
5,33
4.5,28
4.4,6.7
4.5,21
4.8,3.5
4.3,6
,
NaN,22
,
3.7,27
4.5,3.4
,
4.3,16
NaN,12
4.4,10
,
4.5,9
1.6,36
NaN,12
NaN,3.6
4.5,30
NaN,19
NaN,13
NaN,33
NaN,14
NaN,243
NaN,24
,
3.8,6.6
4.3,44
4.3,89
3,3.5
4,32
4.2,50
4.8,15
4,3.1
4.5,30
NaN,34
4.7,13
1.9,2.6
4.9,2.5
,
4.7,7.5
NaN,569
4.9,26
4.8,5.2
NaN,5.4
NaN,9.1
4.5,26
NaN,28
NaN,3.8
,
4.5,92
NaN,206
5,19
NaN,93
3.9,13
NaN,1.8
NaN,10
4.3,3.5
NaN,7.5
4.8,68
4.3,778
4.6,2.1
NaN,9.2
NaN,3
4.1,72
4.5,35
,
3.8,31
2.4,4.1
,
2.8,13
4.5,60
4.6,85
4.1,1.3
,
4.6,6.9
4.3,5.5
4.6,58
5,94
5,683
3.9,592
,
3.9,6.4
4.2,3.3
NaN,319
NaN,24
NaN,36
3.5,186
NaN,3.5
4,840
NaN,41
3.7,1.5
3.8,36
4.3,647
NaN,5.3
NaN,19
4.5,2.5
4.6,93
NaN,2.8
4.5,5.6
4.3,72
4.4,21
NaN,191
NaN,22
4.6,67
NaN,842
3.9,1.1
NaN,6.9
,
3.1,15
3.9,1.1
4.4,6.2
4.4,1.4
4.4,52
4.6,8.7
3.9,373
4.6,3.8
2.5,3.8
4.6,3.8
2.8,8.2
4,437
3.4,5.7
3.8,1.6
4.5,16
4.8,2.6
3.3,6.6
3.9,598
3.5,2.7
,
4,716
NaN,14
3.6,12
NaN,46
4.7,13
3.9,1.9
5,1.2
4.6,4.3
3.9,13
4.9,8.4
3.6,7.3
3.7,585
3.9,3.2
2.7,6.5
3.8,2.7
2.8,1.4
3.5,17
4.1,3.1
NaN,2.4
4.7,1.6
,
4.5,982
4.1,26
NaN,19
NaN,2.9
4.8,4.5
NaN,222
NaN,42
NaN,7.9
3.4,219
5,55
NaN,948
NaN,7.3
4.3,323
4.4,89
1.8,5.2
4.2,15
3.3,19
NaN,7.6
5,5.6
NaN,18
NaN,24
NaN,10
4.8,11
NaN,29
4.5,4.3
5,10
4.5,88
4.7,5.3
NaN,5.4
4.6,3.1
NaN,6
NaN,26
4.5,6.5
NaN,19
NaN,33
3.5,40
NaN,9.2
NaN,28
3.5,21
2.9,20
NaN,4
NaN,26
,
NaN,26
NaN,33
NaN,25
NaN,44
,
NaN,19
4.8,27
4.7,1.5
,
4.1,13
5,4.8
5,1.6
NaN,4.9
NaN,3.5
NaN,8.7
4,7.7
NaN,19
4.3,3.4
NaN,2.9
4.1,2.4
5,2.7
NaN,5
5,5.9
NaN,2.8
NaN,3.4
NaN,12
4,20
NaN,4.2
NaN,10
3.5,26
NaN,4
NaN,3.6
NaN,98
4.1,5.7
NaN,3.6
NaN,96
4.6,2.2
NaN,10
NaN,4.8
NaN,2
4.1,62
,
4.2,9.8
2.2,34
4.3,53
4.7,7.3
,
NaN,2.8
4.1,24
NaN,73
3.1,53
4.2,27
NaN,4.4
3,17
4.8,1.3
3.7,19
3.1,8.8
4.6,1.3
2.9,1.8
4.2,4.8
4.7,1.8
4.5,691
2.8,12
NaN,20
4.4,5.1
4.4,7.2
4.1,24
4.6,7.4
3,53
4.1,1.3
4.2,14
NaN,8.8
4.4,1.7
3.9,14
NaN,13
NaN,17
NaN,24
NaN,17
4.3,26
4.5,511
4.5,1.7
3.6,32
2,12
4,23
4.5,5.5
4,9.4
4.3,18
NaN,1.8
4.5,951
4.8,1.9
4.5,2.6
NaN,13
NaN,16
4.2,963
4.5,8.5
4.6,23
NaN,8.2
NaN,3.8
3.9,2.4
NaN,1.7
NaN,10
4.3,2
3.9,25
4.3,4.6
3.7,31
4.7,8.2
4.3,554
1.7,21
4.5,6.9
NaN,21
4.7,11
NaN,34
5,4.1
NaN,1.9
NaN,3.5
NaN,3
4.6,4
2.9,2.2
NaN,18
4.8,3.7
2.3,2.4
NaN,9.3
3.8,44
4.2,31
NaN,48
4.4,38
NaN,49
4,27
4.1,351
3.4,8.8
4.3,23
4,48
4.2,9.7
4.1,27
4.7,12
4.2,74
3.9,44
3.8,36
4.1,1.4
,
3.8,25
,
3.7,44
4.3,36
4,82
4.2,57
,
4.7,9.8
4.7,24
4.3,47
4.2,37
3.5,6.9
4.7,10
4.7,15
4.5,9.4
4.5,49
4.7,24
4.6,7.3
4.6,24
4.9,14
,
,
4.4,21
4.4,8.8
4.5,4
,
4.4,18
4.4,18
3,13
4.8,13
4.7,24
,
4,25
3.7,43
3.5,4.6
2.7,47
4.7,20
4.1,26
4.5,69
4.6,13
4.5,9.2
4.4,19
4.3,34
,
4.5,13
4.6,34
4.7,24
4.6,3.8
3.1,8.3
3.9,25
4.7,53
4.6,24
4.7,5.4
NaN,7.7
5,11
4.4,5.6
4.8,5.4
NaN,17
4.1,4.4
,
4.3,8.2
4.4,98
4.7,29
4,2.4
3.4,8.5
4.6,3.2
NaN,3.8
2.8,33
,
3.1,53
NaN,6.2
3.9,22
NaN,17
4.2,25
4.5,39
NaN,4.6
4.1,13
NaN,36
4.2,13
NaN,8.5
NaN,25
3.3,31
4.4,3.7
NaN,8.5
4.4,24
4.6,34
4.4,6.9
4.5,45
4.1,12
2.2,33
4.2,35
4.8,25
NaN,48
NaN,1
3.2,7.2
4.3,14
,
4.6,8.9
,
4.5,208
NaN,9.4
3.4,8.3
NaN,6.9
NaN,12
3.3,5.5
4.2,26
NaN,98
2.4,5.2
3.2,7.7
3.1,5.3
3.8,375
NaN,3.7
4.8,2.9
3.7,18
4.2,6
3.7,34
3,7
3.9,38
4,5.4
5,1.2
NaN,1.2
4,7.9
2.7,2.3
3.1,2.3
4.1,323
,
4,1.4
3.8,2.5
3.8,12
4.3,15
3.5,3.1
4.5,12
3.9,1.5
NaN,9
4.5,3.7
NaN,8.7
NaN,19
3.3,7.4
4.1,3.3
NaN,913
NaN,4.9
5,7.8
NaN,5
3.7,12
4.8,11
1.5,25
5,2.6
4.6,7.2
NaN,1.8
NaN,2.6
5,14
4.7,2.2
NaN,1.9
4.7,5.6
NaN,514
5,20
4.5,11
NaN,12
5,5.6
NaN,3.8
NaN,6.4
5,3.7
4.2,3.4
1,8.4
4.5,2.9
4.2,2.9
5,1.8
4.2,3.1
4.4,80
3.9,3.3
4.6,15
3.8,36
,
NaN,8.3
4,3.1
NaN,9.5
NaN,4.8
NaN,6.7
,
NaN,1.5
NaN,9.2
3.4,3.4
NaN,13
5,5.8
4.6,20
NaN,20
NaN,63
NaN,13
NaN,27
5,3.8
NaN,16
NaN,2.3
NaN,12
NaN,5.6
3,37
NaN,22
,
4.2,1.7
4.3,2.6
NaN,7.9
NaN,20
NaN,5.7
NaN,16
NaN,1.7
NaN,4.2
4.4,4.6
3.2,2.7
NaN,7.2
NaN,46
NaN,14
3.5,12
4.4,3.7
4.5,1.6
3.7,12
5,29
4.5,36
4.5,4
4.1,15
NaN,42
3.4,7.8
4.1,4.6
NaN,4.3
NaN,2.8
5,27
4.2,7.3
4.1,23
4.1,20
NaN,5.4
4.2,24
4.3,20
NaN,1.4
5,3.6
4.4,6.3
NaN,21
4.3,14
4.5,25
NaN,16
4.8,55
4.4,22
NaN,3
NaN,2.6
NaN,24
4.4,551
NaN,4
NaN,5.1
NaN,22
NaN,21
NaN,18
4.7,62
NaN,30
NaN,23
,
,
NaN,10
4.3,29
4.4,1.9
4.6,29
2.8,43
5,8.3
4.4,19
4.4,103
2,6.2
5,8.3
4.4,5.5
5,11
NaN,17
3.4,2.4
4.4,4.6
NaN,3
3.4,21
NaN,2.7
NaN,15
3.3,4.7
1.5,3
NaN,1.4
NaN,13
NaN,16
5,2
NaN,11
4.3,2.9
4.3,40
NaN,14
NaN,9.7
NaN,7.8
NaN,3.2
2.2,8
4.6,29
NaN,3.1
NaN,3.5
5,14
NaN,8.7
NaN,8.8
4.7,9.7
NaN,3.1
NaN,3.2
NaN,8.5
NaN,3.5
NaN,7.8
NaN,11
4.7,6.3
3.5,19
4.3,5
3.6,16
4.3,3.5
3.6,2.3
2.6,3.3
4.7,4.1
4.5,4.1
4,4.1
4.6,7
5,2.3
4.2,4.1
NaN,1.1
NaN,18
4.2,4.1
NaN,1.5
4.7,2.3
4.5,3.5
3.6,3.7
,
4.2,4
3.8,1.8
3.5,4
4.1,3.8
NaN,10
NaN,1.3
5,6.6
NaN,4.1
4.2,2.5
4.1,4.1
,
NaN,2.5
3.6,2.5
4.3,4.3
4.1,7.7
4.4,6.8
NaN,3.4
NaN,1.4
4,3.6
5,2.3
5,14
NaN,99
3.8,4.1
4.3,8.7
4.7,2.5
4.5,2.9
4.4,4.3
4.7,6.1
,
,
,
,
4,14
3.9,15
NaN,6.3
4.9,66
3.5,3.4
,
NaN,76
4.4,7.7
4.2,6.5
NaN,14
NaN,25
,
,
NaN,1.4
4.7,50
4.5,2.5
4.4,2.2
4.2,4.6
4.4,15
3.3,13
,
4.9,8.1
,
,
4.7,16
3.9,9.6
,
,
,
4.4,10
4.8,3.1
4.8,78
4,27
,
5,10
3,5.8
3.9,3.2
NaN,898
NaN,3.7
,
4.6,57
4.3,42
4.2,36
NaN,1.2
5,46
NaN,30
4.5,3.2
NaN,10
4.2,1.8
NaN,31
1,6.6
NaN,5.1
4.6,3.2
NaN,6
NaN,2.5
NaN,9.9
NaN,10
NaN,172
NaN,5.2
4.1,5.1
4.7,6.4
NaN,14
NaN,15
NaN,3.3
4.4,6.9
4.8,5.1
4.2,20
NaN,10
NaN,6.6
5,6.1
4.6,3.2
4.5,100
5,1.4
2.9,2.1
NaN,7.2
4.4,91
NaN,2.8
NaN,743
3,14
4.5,14
2.4,43
4.3,6.9
3.9,96
1.9,14
4.4,26
5,18
4,34
4.7,2.8
3.9,92
5,11
4.2,15
4.2,4
2.8,3.8
4.2,1.3
1,13
3.9,67
4.1,99
4.1,116
3.2,2.2
NaN,24
5,43
NaN,5.9
5,2.4
4.3,67
4.1,67
3.8,13
4,8.2
NaN,5.2
,
5,9.2
4.1,63
5,4.2
NaN,16
3.7,10
NaN,18
NaN,12
4.1,78
3.5,38
3.9,9.5
,
3.8,45
3.7,28
,
2.8,7.7
4.7,9.5
4.3,5.2
4.1,38
NaN,3.7
4.7,25
4.2,20
4,153
3.2,5.3
4.6,6.3
5,38
